index,customerID,tenure,MonthlyCharges,TotalCharges,ChurnID,gender,SeniorCitizen,Partner,Dependents,Contract,PaperlessBilling,PaymentMethod,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
2035,2930-UOTMB,31,65.25,1994.3,2,Female,0,No,No,Month-to-month,No,Credit card (automatic),Yes,Yes,DSL,Yes,No,Yes,Yes,No,No
2036,2931-FSOHN,13,59.9,788.35,1,Male,1,No,No,Month-to-month,Yes,Electronic check,Yes,No,DSL,No,Yes,No,No,Yes,No
2037,2931-SVLTV,40,110.1,4469.1,1,Male,0,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
2038,2931-VUVJN,59,94.05,5483.9,1,Female,1,Yes,No,One year,Yes,Electronic check,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
2039,2931-XIQBR,50,103.05,5153.5,1,Female,0,Yes,Yes,One year,No,Mailed check,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
2040,2933-FILNV,2,24.4,36.55,2,Female,0,Yes,Yes,Month-to-month,Yes,Mailed check,No,No phone service,DSL,No,No,No,No,No,No
2041,2933-XEUJM,46,79.2,3593.8,1,Female,0,No,No,Two year,No,Mailed check,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
2042,2937-FTHUR,18,64.8,1166.7,1,Female,0,No,Yes,Month-to-month,No,Electronic check,Yes,Yes,DSL,Yes,No,No,No,No,Yes
2043,2946-KIQSP,35,33.45,1175.85,1,Female,0,No,No,Month-to-month,Yes,Mailed check,No,No phone service,DSL,No,No,Yes,Yes,No,No
2044,2947-DOMLJ,1,50.6,50.6,2,Male,0,No,Yes,Month-to-month,No,Mailed check,Yes,No,DSL,Yes,No,No,No,No,No
2045,2951-QOQTK,4,80.8,332.45,2,Male,0,No,Yes,Month-to-month,No,Credit card (automatic),Yes,Yes,Fiber optic,No,No,No,Yes,No,No
2046,2952-QAYZF,5,85.3,424.15,2,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
2047,2954-PIBKO,69,64.15,4254.1,1,Female,0,Yes,Yes,Two year,Yes,Credit card (automatic),Yes,Yes,DSL,Yes,No,Yes,Yes,No,No
2048,2955-BJZHG,17,80.85,1400.85,2,Male,0,Yes,Yes,Month-to-month,No,Electronic check,Yes,No,Fiber optic,No,No,No,No,Yes,No
2049,2955-PSXOE,1,20.2,20.2,2,Female,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2050,2956-GGUCQ,24,78.85,1772.25,2,Male,1,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
2051,2957-JIRMN,62,84.45,4959.15,1,Female,1,No,No,One year,No,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
2052,2957-LOLHO,12,45.4,518.9,2,Male,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,No,DSL,No,No,No,No,No,No
2053,2958-NHPPS,23,20.85,473.9,1,Male,0,No,No,Month-to-month,No,Electronic check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2054,2959-EEXWB,45,50.9,2333.85,1,Female,0,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,No phone service,DSL,Yes,No,No,No,Yes,Yes
2055,2959-FENLU,9,85.3,781.4,1,Female,0,No,No,Month-to-month,Yes,Credit card (automatic),Yes,No,Fiber optic,No,No,Yes,No,No,Yes
2056,2959-MJHIC,4,80.35,307.4,2,Male,0,Yes,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,No,Yes,No
2057,2960-NKRSO,24,85.95,2107.15,1,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
2058,2961-VNFKL,71,25.95,1801.9,1,Female,0,Yes,No,Two year,Yes,Credit card (automatic),Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2059,2962-XPMCQ,2,45.15,98.5,2,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,DSL,No,No,No,No,No,No
2060,2967-MXRAV,1,18.8,18.8,1,Male,0,Yes,Yes,One year,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2061,2968-SSGAA,10,100.6,1060.2,2,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2062,2969-QWUBZ,2,51.4,96.8,1,Female,0,No,No,Month-to-month,No,Electronic check,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
2063,2969-VAPYH,67,60.5,3870,1,Female,0,No,No,One year,No,Credit card (automatic),Yes,No,DSL,Yes,Yes,No,Yes,No,No
2064,2969-WGHQO,7,69.45,477.05,1,Female,0,Yes,Yes,One year,No,Electronic check,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No
2065,2971-SGAFL,13,78.75,995.35,1,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
2066,2972-YDYUW,57,94.7,5468.95,1,Female,0,No,No,One year,No,Electronic check,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
2067,2974-GGUXS,36,91.95,3301.05,1,Female,1,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
2068,2977-CEBSX,66,90.05,5965.95,1,Female,0,No,No,Two year,Yes,Credit card (automatic),Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2069,2978-XXSOG,22,59.05,1253.5,1,Female,0,No,No,Month-to-month,Yes,Mailed check,Yes,Yes,DSL,Yes,No,No,Yes,No,No
2070,2979-SXESE,17,94.4,1607.2,2,Female,0,Yes,Yes,Month-to-month,No,Electronic check,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
2071,2982-IHMFT,1,74.45,74.45,2,Female,1,No,No,Month-to-month,Yes,Mailed check,Yes,Yes,Fiber optic,No,No,No,No,No,No
2072,2982-VPSGI,11,94,1078.9,2,Female,0,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
2073,2983-ZANRP,2,73.55,145.4,2,Female,0,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,No,Fiber optic,No,Yes,No,No,No,No
2074,2984-AFWNC,3,95.4,293.15,1,Female,0,No,No,Month-to-month,No,Electronic check,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
2075,2984-MIIZL,4,74.8,321.9,2,Male,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,No,Fiber optic,No,No,Yes,No,No,No
2076,2984-RGEYA,69,19.75,1375.4,1,Female,0,Yes,Yes,Two year,No,Bank transfer (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2077,2984-TBYKU,72,104.9,7732.65,1,Male,0,Yes,Yes,Two year,Yes,Credit card (automatic),Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
2078,2985-FMWYF,23,93.5,2341.55,1,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
2079,2985-JUUBZ,40,74.55,3015.75,1,Male,0,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes
2080,2987-BJXIK,70,84.7,5991.05,1,Female,0,No,No,Two year,No,Mailed check,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
2081,2988-GBIVW,70,90.85,6470.1,1,Female,1,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes
2082,2988-PLAHS,3,69.95,220.45,1,Female,0,No,No,One year,Yes,Electronic check,Yes,No,DSL,No,No,Yes,No,Yes,Yes
2083,2988-QRAJY,69,110.05,7430.75,1,Male,0,No,No,Two year,Yes,Credit card (automatic),Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
2084,2990-HWIML,6,89.5,573.3,2,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
2085,2990-IAJSV,72,92,6632.75,1,Male,0,No,No,Two year,No,Bank transfer (automatic),Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2086,2990-OGYTD,67,86.15,5883.85,1,Female,0,Yes,No,Two year,No,Bank transfer (automatic),Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
2087,2995-UPRYS,40,99.2,4062.2,2,Female,1,Yes,No,One year,Yes,Credit card (automatic),Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
2088,2995-YWTCD,19,24.9,467.7,1,Female,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2089,2996-XAUVF,70,40.05,2799.75,1,Male,0,No,No,Two year,Yes,Mailed check,No,No phone service,DSL,No,No,No,Yes,No,Yes
2090,2999-AANRQ,21,71.05,1524.85,1,Female,0,No,No,Two year,No,Credit card (automatic),Yes,No,DSL,Yes,Yes,No,Yes,Yes,No
2091,3001-CBHLQ,32,104.9,3351.55,2,Male,1,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2092,3001-UNBTL,29,103.95,2964.8,1,Male,1,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2093,3002-WQZWT,29,74.2,1993.25,1,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,No,No
2094,3003-CMDUU,25,95.15,2395.7,1,Female,0,Yes,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
2095,3005-NFMTA,55,98.8,5617.75,2,Male,1,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
2096,3005-TYFRD,55,103.65,5676.65,1,Female,0,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2097,3006-XIMLN,2,94.2,193.8,2,Female,0,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
2098,3007-FDPEA,2,20.7,39.85,1,Female,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2099,3009-JWMPU,62,96.75,6125.4,2,Male,0,No,No,One year,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2100,3011-WQKSZ,19,20,377.55,1,Male,0,No,Yes,Month-to-month,Yes,Electronic check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2101,3012-VFFMN,7,20.65,158.95,1,Female,0,Yes,Yes,Month-to-month,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2102,3014-WJKSM,29,75.3,2263.4,1,Male,0,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,No,Fiber optic,No,No,Yes,No,No,No
2103,3016-KSVCP,29,33.75,1009.25,1,Male,0,Yes,No,Month-to-month,No,Mailed check,No,No phone service,DSL,No,No,No,No,Yes,No
2104,3018-TFTSU,12,81.7,858.6,2,Male,0,No,No,Month-to-month,No,Bank transfer (automatic),Yes,No,Fiber optic,Yes,No,Yes,No,No,No
2105,3021-VLNRJ,50,70.8,3478.15,1,Female,0,No,Yes,One year,Yes,Credit card (automatic),Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
2106,3022-BEXHZ,67,111.2,7530.8,1,Male,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2107,3023-GFLBR,33,86.15,2745.7,2,Female,0,Yes,Yes,Month-to-month,No,Credit card (automatic),Yes,Yes,Fiber optic,No,No,No,No,No,Yes
2108,3026-ATZYV,37,75.1,2658.8,1,Female,0,Yes,Yes,One year,No,Bank transfer (automatic),Yes,No,DSL,Yes,Yes,No,No,Yes,Yes
2109,3027-YNWZU,64,25,1584.8,1,Female,0,Yes,No,Two year,No,Credit card (automatic),Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2110,3027-ZTDHO,1,89.9,89.9,2,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
2111,3030-YDNRM,8,74.85,572.45,1,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,No,No
2112,3030-YZADT,9,44.95,431,2,Male,0,No,No,Month-to-month,No,Mailed check,Yes,No,DSL,No,No,No,No,No,No
2113,3030-ZKIWL,1,20.05,20.05,1,Male,0,No,No,Month-to-month,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2114,3034-ZBEQN,48,34.7,1604.5,2,Female,0,Yes,No,One year,No,Mailed check,No,No phone service,DSL,No,Yes,Yes,No,No,No
2115,3038-PQIUY,38,66.15,2522.4,1,Female,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,DSL,Yes,Yes,Yes,No,No,No
2116,3039-MJSLN,3,20.2,50.6,1,Male,0,No,Yes,Month-to-month,No,Bank transfer (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2117,3043-SUDUA,32,19.9,601.55,1,Female,0,No,No,Month-to-month,No,Bank transfer (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2118,3043-TYBNO,3,60.65,196.9,1,Male,0,No,No,Month-to-month,No,Mailed check,Yes,No,DSL,No,No,No,Yes,No,Yes
2119,3045-XETSH,10,94.85,953.45,2,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
2120,3049-NDXFL,1,85.8,85.8,2,Female,0,No,No,Month-to-month,No,Mailed check,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
2121,3049-SOLAY,3,95.2,292.85,2,Female,0,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
2122,3050-GBUSH,3,34.8,113.95,1,Female,0,No,No,Month-to-month,Yes,Credit card (automatic),No,No phone service,DSL,No,No,No,No,Yes,No
2123,3050-RLLXC,56,81.25,4620.4,1,Female,0,Yes,Yes,Two year,No,Credit card (automatic),Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
2124,3055-MJDSB,9,24.6,190.1,1,Male,0,No,No,Month-to-month,Yes,Mailed check,No,No phone service,DSL,No,No,No,No,No,No
2125,3055-OYMSE,53,73.8,4003.85,1,Female,1,No,No,Month-to-month,Yes,Credit card (automatic),Yes,No,Fiber optic,No,Yes,No,No,No,No
2126,3055-VTCGS,63,58.55,3503.5,1,Female,0,No,No,One year,No,Credit card (automatic),Yes,No,DSL,No,No,Yes,No,No,Yes
2127,3057-VJJQE,35,55.25,1924.1,1,Male,0,No,No,Two year,No,Mailed check,Yes,Yes,DSL,Yes,No,No,No,No,No
2128,3058-HJCUY,41,102.6,4213.35,2,Male,0,Yes,Yes,One year,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2129,3058-WQDRE,13,25.15,331.85,1,Male,0,No,No,Month-to-month,Yes,Bank transfer (automatic),No,No phone service,DSL,No,No,No,No,No,No
2130,3059-NGMXB,14,69.2,944.65,1,Male,0,Yes,Yes,Month-to-month,No,Mailed check,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes
2131,3061-BCKYI,14,19.9,283.75,1,Male,0,No,No,Month-to-month,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2132,3062-ICYZQ,51,93.8,4539.35,1,Female,0,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
2133,3063-QFSZL,1,55.4,55.4,2,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,DSL,No,No,No,No,No,Yes
2134,3066-RRJIO,1,69.95,69.95,2,Female,0,No,No,Month-to-month,Yes,Mailed check,Yes,No,Fiber optic,No,No,No,No,No,No
2135,3067-SVMTC,68,55.9,3848.8,1,Female,0,Yes,No,One year,No,Bank transfer (automatic),Yes,No,DSL,Yes,No,No,Yes,No,No
2136,3068-OMWZA,1,88.8,88.8,2,Male,1,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
2137,3069-SSVSN,1,25.85,25.85,1,Female,0,No,No,One year,No,Mailed check,No,No phone service,DSL,No,No,No,No,No,No
2138,3070-BDOQC,60,99.65,5941.05,1,Female,0,No,No,Two year,Yes,Electronic check,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
2139,3070-DVEYC,7,73.75,545.15,2,Male,1,No,No,Month-to-month,No,Mailed check,Yes,Yes,Fiber optic,No,No,No,No,No,No
2140,3070-FNFZQ,23,20.4,478.75,1,Female,0,Yes,Yes,Two year,No,Bank transfer (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2141,3071-MVJCD,72,82.3,5815.15,1,Male,0,Yes,Yes,Two year,No,Bank transfer (automatic),Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
2142,3071-VBYPO,3,89.85,248.4,1,Male,0,Yes,Yes,Month-to-month,No,Electronic check,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No
2143,3074-GQWYX,5,75.9,357.75,2,Male,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,No,No,No,No,No,No
2144,3077-RSNTJ,6,19.7,113.5,1,Female,0,Yes,Yes,Month-to-month,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2145,3078-ZKNTS,13,19.75,246.7,1,Female,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2146,3079-BCHLN,47,19.9,942.95,1,Male,0,Yes,No,One year,No,Bank transfer (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2147,3082-VQXNH,3,29.8,94.4,1,Male,0,Yes,No,Month-to-month,No,Credit card (automatic),No,No phone service,DSL,No,Yes,No,No,No,No
2148,3082-WQRVY,14,19.65,228.65,1,Male,1,Yes,No,One year,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2149,3082-YVEKW,23,77.15,1759.4,1,Female,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No
2150,3084-DOWLE,72,92,6474.4,1,Female,0,Yes,No,Two year,No,Bank transfer (automatic),Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2151,3085-QUOZK,1,43.95,43.95,2,Female,0,No,No,Month-to-month,No,Mailed check,Yes,No,DSL,No,No,No,No,No,No
2152,3086-RUCRN,66,103.1,6595,1,Female,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
2153,3088-FVYWK,53,25.55,1336.1,1,Male,0,Yes,Yes,Two year,No,Credit card (automatic),Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2154,3088-LHEFH,11,79,929.3,1,Female,0,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,Yes,No,No,No,No,No
2155,3090-HAWSU,61,111.6,6876.05,2,Male,0,No,No,Two year,Yes,Credit card (automatic),Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2156,3090-LETTY,2,60.95,134.6,1,Male,0,No,Yes,Month-to-month,No,Bank transfer (automatic),Yes,Yes,DSL,Yes,Yes,No,No,No,No
2157,3090-QFUVD,1,20.3,20.3,1,Female,0,No,No,Month-to-month,No,Credit card (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2158,3091-FYHKI,1,35.45,35.45,2,Male,0,No,No,Month-to-month,Yes,Electronic check,No,No phone service,DSL,No,No,No,No,No,Yes
2159,3092-IGHWF,67,87.4,5918.8,2,Male,0,Yes,Yes,One year,No,Electronic check,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
2160,3094-JOJAI,18,74.15,1387,1,Male,0,No,No,Month-to-month,No,Mailed check,Yes,Yes,Fiber optic,No,No,No,No,No,No
2161,3096-GKWEB,18,94.75,1691.9,1,Male,0,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
2162,3096-IZETN,12,78.1,947.3,2,Female,0,No,No,Month-to-month,No,Bank transfer (automatic),Yes,No,Fiber optic,No,No,No,No,No,Yes
2163,3096-JRDSO,27,104.3,2867.75,2,Female,1,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
2164,3096-WPXBT,61,100.7,6018.65,1,Female,0,Yes,Yes,One year,Yes,Credit card (automatic),Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
2165,3096-YXENJ,65,107.65,7082.85,1,Female,0,Yes,No,Two year,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2166,3097-FQTVJ,41,20,810.3,1,Female,0,No,No,Two year,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2167,3097-IDVPU,19,50.1,910.45,1,Male,0,Yes,Yes,Month-to-month,No,Credit card (automatic),Yes,Yes,DSL,No,No,No,No,No,No
2168,3097-NNSPB,2,49.05,91.1,2,Female,0,No,No,Month-to-month,Yes,Credit card (automatic),Yes,No,DSL,No,Yes,No,No,No,No
2169,3097-NQYSN,2,86.85,156.35,2,Male,1,Yes,No,Month-to-month,Yes,Mailed check,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
2170,3097-PYWXL,4,19.95,82.9,1,Female,0,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2171,3099-OONVS,25,54.3,1296.8,1,Male,0,Yes,Yes,Month-to-month,No,Electronic check,Yes,No,DSL,Yes,No,No,Yes,No,No
2172,3104-OWCGK,60,90.95,5453.4,2,Male,0,Yes,Yes,One year,No,Electronic check,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
2173,3106-ULWFW,8,85.2,627.4,2,Female,0,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Fiber optic,No,No,No,No,No,Yes
2174,3108-PCCGG,72,84.45,5899.85,1,Male,1,Yes,No,Two year,No,Credit card (automatic),Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
2175,3113-IWHLC,5,55.8,274.35,1,Male,0,No,No,Month-to-month,Yes,Mailed check,Yes,No,DSL,Yes,No,Yes,No,No,No
2176,3115-CZMZD,0,20.25,2283.300441,1,Male,0,No,Yes,Two year,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2177,3115-JPJDD,59,81.25,4639.45,1,Female,0,Yes,No,One year,Yes,Credit card (automatic),Yes,No,Fiber optic,Yes,No,Yes,No,No,No
2178,3118-UHVVQ,68,25.8,1911.5,1,Female,0,Yes,No,Two year,No,Credit card (automatic),Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2179,3120-FAZKD,54,24.05,1230.9,1,Male,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2180,3125-RAHBV,22,20.3,467.15,1,Male,0,No,No,One year,No,Credit card (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2181,3126-WQMGH,49,52.15,2583.75,1,Female,0,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,Yes,DSL,No,No,No,No,No,No
2182,3128-YOVTD,51,79.15,4018.55,1,Female,0,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,No,Fiber optic,Yes,Yes,No,No,No,No
2183,3129-AAQOU,19,25.6,485.9,1,Female,0,Yes,Yes,Two year,No,Mailed check,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2184,3130-ICDUP,2,80.55,188.1,1,Female,0,No,Yes,Month-to-month,No,Credit card (automatic),Yes,Yes,Fiber optic,Yes,No,No,No,No,No
2185,3131-NWVFJ,14,19.55,294.5,1,Female,0,Yes,Yes,One year,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2186,3132-TVFDZ,57,44.85,2572.95,2,Male,1,Yes,No,Month-to-month,Yes,Electronic check,No,No phone service,DSL,No,No,No,No,Yes,Yes
2187,3133-PZNSR,72,97.75,6991.6,1,Male,0,Yes,Yes,Two year,Yes,Credit card (automatic),Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes
2188,3134-DSHVC,63,98,6218.45,1,Female,0,No,No,Two year,No,Credit card (automatic),Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
2189,3137-LUPIX,4,64.4,253,1,Female,0,No,No,Month-to-month,Yes,Mailed check,Yes,Yes,DSL,No,No,No,Yes,Yes,No
2190,3137-NYQQI,17,64.8,1175.6,1,Male,0,Yes,No,One year,No,Mailed check,Yes,No,DSL,Yes,Yes,No,No,No,Yes
2191,3138-BKYAV,6,85.35,489.45,2,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
2192,3143-ILDAL,56,94.45,5124.6,2,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
2193,3143-JQEGI,13,88.35,1222.8,2,Female,0,Yes,Yes,Month-to-month,No,Electronic check,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
2194,3144-AUDBS,6,49.15,270.8,2,Female,0,Yes,No,Month-to-month,Yes,Electronic check,Yes,No,DSL,No,No,No,Yes,No,No
2195,3144-KMTWZ,71,93.25,6669.45,1,Male,0,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
2196,3146-JTQHR,10,19.6,189.45,1,Male,0,Yes,No,One year,No,Bank transfer (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2197,3146-MSEGF,72,88.05,6425.65,1,Female,1,Yes,Yes,Two year,Yes,Credit card (automatic),Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2198,3148-AOIQT,69,24.95,1718.35,1,Female,0,Yes,No,Two year,Yes,Credit card (automatic),Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2199,3148-BLQJT,1,20.1,20.1,2,Male,0,No,No,Month-to-month,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2200,3154-CFSZG,47,90.05,4137.2,1,Male,0,Yes,Yes,Month-to-month,No,Electronic check,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes
